,bead,fcs_files,id,plan,replicate,gate,input,media,od,strain
0,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s877_R31509.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s877_R31509/1,r1bbktv6x4xke,2.0,,,,,
1,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s877_R31424.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s877_R31424/1,r1bbktv6x4xke,1.0,,,,,
2,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s877_R31339.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s877_R31339/1,r1bbktv6x4xke,0.0,,,,,
3,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6256_R18715_R30771.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6256_R18715_R30771/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
4,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6256_R18602_R30640.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6256_R18602_R30640/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
5,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6256_R18489_R30509.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6256_R18489_R30509/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
6,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6152_R18362_R30378.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6152_R18362_R30378/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
7,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6152_R18249_R30247.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6152_R18249_R30247/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
8,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6152_R18136_R30116.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6152_R18136_R30116/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
9,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6048_R18009_R29985.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6048_R18009_R29985/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
10,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6048_R17896_R29854.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6048_R17896_R29854/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
11,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R6048_R17783_R29723.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R6048_R17783_R29723/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
12,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5944_R17656_R29592.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5944_R17656_R29592/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
13,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5944_R17543_R29461.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5944_R17543_R29461/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
14,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5944_R17430_R29330.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5944_R17430_R29330/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
15,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5840_R17303_R29199.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5840_R17303_R29199/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
16,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5840_R17190_R29068.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5840_R17190_R29068/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
17,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5840_R17077_R28937.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5840_R17077_R28937/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
18,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5736_R16950_R28806.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5736_R16950_R28806/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
19,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5736_R16837_R28675.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5736_R16837_R28675/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
20,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1871_R5736_R16724_R28544.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1871_R5736_R16724_R28544/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6389/1
21,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5612_R16597_R28413.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5612_R16597_R28413/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
22,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5612_R16484_R28282.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5612_R16484_R28282/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
23,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5612_R16371_R28151.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5612_R16371_R28151/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
24,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5508_R16244_R28020.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5508_R16244_R28020/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
25,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5508_R16131_R27889.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5508_R16131_R27889/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
26,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5508_R16018_R27758.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5508_R16018_R27758/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
27,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5404_R15891_R27627.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5404_R15891_R27627/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
28,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5404_R15778_R27496.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5404_R15778_R27496/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
29,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5404_R15665_R27365.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5404_R15665_R27365/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
30,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5300_R15538_R27234.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5300_R15538_R27234/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
31,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5300_R15425_R27103.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5300_R15425_R27103/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
32,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5300_R15312_R26972.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5300_R15312_R26972/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
33,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5196_R15185_R26841.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5196_R15185_R26841/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
34,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5196_R15072_R26710.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5196_R15072_R26710/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
35,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5196_R14959_R26579.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5196_R14959_R26579/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
36,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5092_R14832_R26448.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5092_R14832_R26448/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
37,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5092_R14719_R26317.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5092_R14719_R26317/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
38,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1898_R5092_R14606_R26186.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1898_R5092_R14606_R26186/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6390/1
39,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4968_R14479_R26055.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4968_R14479_R26055/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
40,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4968_R14366_R25924.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4968_R14366_R25924/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
41,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4968_R14253_R25793.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4968_R14253_R25793/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
42,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4864_R14126_R25662.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4864_R14126_R25662/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
43,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4864_R14013_R25531.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4864_R14013_R25531/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
44,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4864_R13900_R25400.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4864_R13900_R25400/1,r1bbktv6x4xke,1.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
45,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4760_R13773_R25269.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4760_R13773_R25269/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
46,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4760_R13660_R25138.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4760_R13660_R25138/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
47,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4760_R13547_R25007.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4760_R13547_R25007/1,r1bbktv6x4xke,0.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
48,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4656_R13420_R24876.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4656_R13420_R24876/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
49,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4656_R13307_R24745.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4656_R13307_R24745/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
50,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4656_R13194_R24614.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4656_R13194_R24614/1,r1bbktv6x4xke,3.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
51,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4552_R13067_R24483.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4552_R13067_R24483/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
52,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4552_R12954_R24352.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4552_R12954_R24352/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
53,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4552_R12841_R24221.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4552_R12841_R24221/1,r1bbktv6x4xke,5.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
54,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4448_R12714_R24090.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4448_R12714_R24090/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
55,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4448_R12601_R23959.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4448_R12601_R23959/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
56,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1925_R4448_R12488_R23828.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1925_R4448_R12488_R23828/1,r1bbktv6x4xke,4.0,UWBF_NOR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_6391/1
57,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1952_R4324_R12361_R23697.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1952_R4324_R12361_R23697/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_6388/1
58,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbktv6x4xke/3/instrument_output/s1952_R4324_R12248_R23566.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbktv6x4xke/s1952_R4324_R12248_R23566/1,r1bbktv6x4xke,2.0,UWBF_NOR,"[0, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_6388/1
