,bead,fcs_files,id,plan,replicate,gate,input,media,od,strain
52,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1925_R4552_R12954_R24352.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1925_R4552_R12954_R24352/1,r1bbqkufj7wpz,5.0,UWBF_OR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_5992/1
53,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1925_R4552_R12841_R24221.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1925_R4552_R12841_R24221/1,r1bbqkufj7wpz,5.0,UWBF_OR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_5992/1
54,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1925_R4448_R12714_R24090.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1925_R4448_R12714_R24090/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_5992/1
55,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1925_R4448_R12601_R23959.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1925_R4448_R12601_R23959/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_5992/1
56,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1925_R4448_R12488_R23828.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1925_R4448_R12488_R23828/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_5992/1
57,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4324_R12361_R23697.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4324_R12361_R23697/1,r1bbqkufj7wpz,2.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
58,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4324_R12248_R23566.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4324_R12248_R23566/1,r1bbqkufj7wpz,2.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
59,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4324_R12135_R23435.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4324_R12135_R23435/1,r1bbqkufj7wpz,2.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
60,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4220_R12008_R23304.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4220_R12008_R23304/1,r1bbqkufj7wpz,1.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
61,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4220_R11895_R23173.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4220_R11895_R23173/1,r1bbqkufj7wpz,1.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
62,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4220_R11782_R23042.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4220_R11782_R23042/1,r1bbqkufj7wpz,1.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
63,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4116_R11655_R22911.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4116_R11655_R22911/1,r1bbqkufj7wpz,0.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
64,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4116_R11542_R22780.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4116_R11542_R22780/1,r1bbqkufj7wpz,0.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
65,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4116_R11429_R22649.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4116_R11429_R22649/1,r1bbqkufj7wpz,0.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
66,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4012_R11302_R22518.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4012_R11302_R22518/1,r1bbqkufj7wpz,3.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
67,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4012_R11189_R22387.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4012_R11189_R22387/1,r1bbqkufj7wpz,3.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
68,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R4012_R11076_R22256.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R4012_R11076_R22256/1,r1bbqkufj7wpz,3.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
69,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3908_R10949_R22125.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3908_R10949_R22125/1,r1bbqkufj7wpz,5.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
70,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3908_R10836_R21994.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3908_R10836_R21994/1,r1bbqkufj7wpz,5.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
71,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3908_R10723_R21863.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3908_R10723_R21863/1,r1bbqkufj7wpz,5.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
72,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3804_R10596_R21732.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3804_R10596_R21732/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
73,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3804_R10483_R21601.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3804_R10483_R21601/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
74,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1952_R3804_R10370_R21470.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1952_R3804_R10370_R21470/1,r1bbqkufj7wpz,4.0,UWBF_OR,"[0, 0]",https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_8225/1
75,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3680_R10243_R21339.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3680_R10243_R21339/1,r1bbqkufj7wpz,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
76,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3680_R10130_R21208.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3680_R10130_R21208/1,r1bbqkufj7wpz,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
77,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3680_R10017_R21077.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3680_R10017_R21077/1,r1bbqkufj7wpz,2.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
78,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3576_R9890_R20946.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3576_R9890_R20946/1,r1bbqkufj7wpz,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
79,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3576_R9777_R20815.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3576_R9777_R20815/1,r1bbqkufj7wpz,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
80,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3576_R9664_R20684.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3576_R9664_R20684/1,r1bbqkufj7wpz,1.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
81,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3472_R9537_R20553.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3472_R9537_R20553/1,r1bbqkufj7wpz,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
82,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3472_R9424_R20422.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3472_R9424_R20422/1,r1bbqkufj7wpz,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
83,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3472_R9311_R20291.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3472_R9311_R20291/1,r1bbqkufj7wpz,0.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
84,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3368_R9184_R20160.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3368_R9184_R20160/1,r1bbqkufj7wpz,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
85,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3368_R9071_R20029.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3368_R9071_R20029/1,r1bbqkufj7wpz,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
86,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3368_R8958_R19898.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3368_R8958_R19898/1,r1bbqkufj7wpz,3.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
87,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3264_R8831_R19767.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3264_R8831_R19767/1,r1bbqkufj7wpz,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
88,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3264_R8718_R19636.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3264_R8718_R19636/1,r1bbqkufj7wpz,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
89,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3264_R8605_R19505.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3264_R8605_R19505/1,r1bbqkufj7wpz,5.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
90,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3160_R8478_R19374.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3160_R8478_R19374/1,r1bbqkufj7wpz,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
91,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3160_R8365_R19243.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3160_R8365_R19243/1,r1bbqkufj7wpz,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
92,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bbqkufj7wpz/3/instrument_output/s1979_R3160_R8252_R19112.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bbqkufj7wpz/s1979_R3160_R8252_R19112/1,r1bbqkufj7wpz,4.0,UWBF_WT,,https://hub.sd2e.org/user/sd2e/design/culture_media_5/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBIOFAB_22544/1
0,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s877_R31509.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s877_R31509/1,r1bcbvzmzxszd,2.0,,,,,
1,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s877_R31424.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s877_R31424/1,r1bcbvzmzxszd,1.0,,,,,
2,https://hub.sd2e.org/user/sd2e/design/beads_spherotech_rainbow/1,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s877_R31339.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s877_R31339/1,r1bcbvzmzxszd,0.0,,,,,
3,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6256_R18715_R30771.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6256_R18715_R30771/1,r1bcbvzmzxszd,2.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
4,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6256_R18602_R30640.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6256_R18602_R30640/1,r1bcbvzmzxszd,2.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
5,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6256_R18489_R30509.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6256_R18489_R30509/1,r1bcbvzmzxszd,2.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
6,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6152_R18362_R30378.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6152_R18362_R30378/1,r1bcbvzmzxszd,1.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
7,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6152_R18249_R30247.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6152_R18249_R30247/1,r1bcbvzmzxszd,1.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
8,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6152_R18136_R30116.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6152_R18136_R30116/1,r1bcbvzmzxszd,1.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
9,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6048_R18009_R29985.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6048_R18009_R29985/1,r1bcbvzmzxszd,0.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
10,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6048_R17896_R29854.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6048_R17896_R29854/1,r1bcbvzmzxszd,0.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
11,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R6048_R17783_R29723.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R6048_R17783_R29723/1,r1bcbvzmzxszd,0.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
12,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5944_R17656_R29592.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5944_R17656_R29592/1,r1bcbvzmzxszd,3.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
13,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5944_R17543_R29461.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5944_R17543_R29461/1,r1bcbvzmzxszd,3.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
14,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5944_R17430_R29330.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5944_R17430_R29330/1,r1bcbvzmzxszd,3.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
15,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5840_R17303_R29199.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5840_R17303_R29199/1,r1bcbvzmzxszd,5.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,7.5e-05,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
16,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5840_R17190_R29068.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5840_R17190_R29068/1,r1bcbvzmzxszd,5.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.00015,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
17,,['agave://data-sd2e-community/transcriptic/yeast-gates_q0/r1bcbvzmzxszd/3/instrument_output/s1871_R5840_R17077_R28937.fcs'],https://hub.sd2e.org/user/sd2e/transcriptic_yeast_gates_q0_r1bcbvzmzxszd/s1871_R5840_R17077_R28937/1,r1bcbvzmzxszd,5.0,UWBF_AND,"[1, 1]",https://hub.sd2e.org/user/sd2e/design/culture_media_4/1,0.0003,https://hub.sd2e.org/user/sd2e/design/UWBF_7374/1
